 0.562983 0.00780529 0.00392201 0.00261899 0.00196587 0.00157347 0.00131166 0.00112454 0.000984151 0.000874921 0.000787515 0.000715987 0.000656371 0.000605919 0.00056267 0.000525183 0.00049238 0.000463433 0.000437701 0.000414676 0.000393953 0.000375202 0.000358155 0.00034259 0.000328321 0.000315193 0.000303075 0.000291854 0.000281435 0.000271733 0.000262678 0.000254208 0.000246266 0.000238806 0.000231784 0.000225164 0.000218911 0.000212996 0.000207392 0.000202076 0.000197025 0.000192221 0.000187645 0.000183282 0.000179118 0.000175138 0.000171332 0.000167687 0.000164194 0.000160844 0.000157628 0.000154538 0.000151566 0.000148707 0.000145954 0.000143301 0.000140742 0.000138273 0.00013589 0.000133587 0.000131361 0.000129208 0.000127124 0.000125107 0.000123152 0.000121258 0.000119421 0.000117639 0.000115909 0.000114229 0.000112598 0.000111012 0.00010947 0.000107971 0.000106512 0.000105092 0.00010371 0.000102363 0.000101051 9.97717e-05 9.85247e-05 9.73085e-05 9.6122e-05 9.4964e-05 9.38336e-05 9.27298e-05 9.16517e-05 9.05984e-05 8.95689e-05 8.85627e-05 8.75787e-05 8.66164e-05 8.56751e-05 8.47539e-05 8.38524e-05 8.29698e-05 8.21056e-05 8.12593e-05 8.04302e-05 7.96178e-05
 0.792962 0.0708414 0.0312395 0.020585 0.0156285 0.0127681 0.0109091 0.00960169 0.0086271 0.0078667 0.00725129 0.00673827 0.00630036 0.00591943 0.00558313 0.00528277 0.00501207 0.00476636 0.00454209 0.00433647 0.00414724 0.00397256 0.00381088 0.00366087 0.00352139 0.00339145 0.00327017 0.00315676 0.00305055 0.00295091 0.00285729 0.00276919 0.00268616 0.0026078 0.00253375 0.00246367 0.00239727 0.00233427 0.00227444 0.00221753 0.00216335 0.00211172 0.00206245 0.0020154 0.00197043 0.00192739 0.00188617 0.00184666 0.00180876 0.00177236 0.00173739 0.00170377 0.0016714 0.00164024 0.00161021 0.00158125 0.00155331 0.00152634 0.00150028 0.00147509 0.00145072 0.00142715 0.00140432 0.00138221 0.00136079 0.00134001 0.00131986 0.0013003 0.00128131 0.00126287 0.00124494 0.00122752 0.00121058 0.00119409 0.00117805 0.00116243 0.00114722 0.0011324 0.00111796 0.00110388 0.00109015 0.00107676 0.0010637 0.00105094 0.00103849 0.00102633 0.00101446 0.00100285 0.000991519 0.000980442 0.000969616 0.000959037 0.000948699 0.0009386 0.000928737 0.000919111 0.000909723 0.000900576 0.000891678 0.000883034
 0.795293 0.127065 0.0582681 0.0384942 0.0292702 0.0239527 0.020501 0.0180755 0.0162679 0.014857 0.013714 0.0127598 0.0119438 0.0112325 0.0106032 0.0100401 0.00953151 0.00906908 0.0086463 0.0082581 0.00790039 0.00756979 0.00726348 0.00697904 0.00671436 0.00646762 0.00623718 0.0060216 0.0058196 0.00563003 0.00545184 0.00528412 0.00512601 0.00497676 0.00483568 0.00470215 0.0045756 0.00445552 0.00434145 0.00423296 0.00412965 0.00403119 0.00393724 0.00384751 0.00376172 0.00367962 0.00360099 0.00352562 0.0034533 0.00338387 0.00331715 0.00325298 0.00319123 0.00313176 0.00307446 0.0030192 0.00296587 0.00291439 0.00286465 0.00281658 0.00277008 0.00272508 0.00268152 0.00263932 0.00259842 0.00255876 0.00252029 0.00248296 0.00244671 0.0024115 0.00237728 0.00234402 0.00231168 0.00228021 0.00224959 0.00221977 0.00219073 0.00216244 0.00213487 0.00210799 0.00208178 0.00205621 0.00203127 0.00200692 0.00198314 0.00195993 0.00193726 0.00191511 0.00189347 0.00187232 0.00185165 0.00183146 0.00181172 0.00179244 0.00177362 0.00175525 0.00173734 0.00171989 0.00170292 0.00168645
 0.795772 0.177304 0.0848073 0.0562981 0.042873 0.0351187 0.0300827 0.0265432 0.0239048 0.0218447 0.0201749 0.01878 0.0175861 0.0165448 0.0156227 0.0147968 0.0140505 0.0133714 0.0127502 0.0121794 0.0116533 0.0111668 0.0107159 0.010297 0.00990716 0.00954362 0.00920404 0.0088863 0.00858853 0.00830903 0.00804629 0.00779895 0.00756577 0.00734563 0.00713753 0.00694055 0.00675386 0.00657671 0.00640841 0.00624833 0.00609591 0.00595062 0.00581198 0.00567957 0.00555297 0.00543182 0.00531578 0.00520455 0.00509782 0.00499535 0.00489687 0.00480217 0.00471103 0.00462327 0.00453868 0.00445712 0.00437842 0.00430243 0.00422902 0.00415805 0.00408942 0.004023 0.0039587 0.0038964 0.00383603 0.0037775 0.00372071 0.0036656 0.0036121 0.00356012 0.00350962 0.00346052 0.00341277 0.00336632 0.00332111 0.0032771 0.00323423 0.00319247 0.00315177 0.00311209 0.0030734 0.00303566 0.00299883 0.00296288 0.00292779 0.00289352 0.00286005 0.00282736 0.00279541 0.00276419 0.00273368 0.00270387 0.00267474 0.00264628 0.0026185 0.00259138 0.00256495 0.0025392 0.00251416 0.00248985
 0.795946 0.222294 0.110708 0.0739513 0.0564191 0.0462576 0.0396494 0.0350018 0.0315358 0.0288284 0.026633 0.0247981 0.023227 0.0218558 0.0206412 0.0195528 0.0185688 0.0176731 0.0168535 0.0161003 0.0154057 0.0147634 0.0141679 0.0136147 0.0130997 0.0126194 0.0121707 0.0117508 0.0113573 0.0109879 0.0106406 0.0103136 0.0100054 0.00971438 0.00943927 0.00917885 0.00893203 0.00869781 0.00847528 0.00826363 0.00806209 0.00786998 0.00768666 0.00751157 0.00734417 0.00718397 0.00703053 0.00688343 0.0067423 0.00660678 0.00647656 0.00635133 0.0062308 0.00611473 0.00600288 0.00589501 0.00579093 0.00569044 0.00559335 0.0054995 0.00540874 0.0053209 0.00523586 0.00515347 0.00507363 0.00499622 0.00492112 0.00484823 0.00477747 0.00470873 0.00464193 0.004577 0.00451385 0.00445242 0.00439263 0.00433442 0.00427772 0.00422249 0.00416866 0.00411618 0.00406501 0.00401509 0.00396638 0.00391884 0.00387243 0.00382711 0.00378284 0.0037396 0.00369734 0.00365605 0.00361571 0.00357628 0.00353775 0.00350012 0.00346337 0.00342751 0.00339255 0.0033585 0.00332539 0.00329326
 0.796028 0.262671 0.135861 0.0914127 0.0698916 0.057361 0.0491965 0.0434487 0.0391593 0.0358071 0.0330875 0.0308136 0.0288659 0.0271653 0.0256584 0.0243077 0.0230862 0.0219741 0.0209562 0.0200206 0.0191577 0.0183596 0.0176196 0.016932 0.0162919 0.0156948 0.015137 0.014615 0.0141258 0.0136665 0.0132347 0.0128281 0.0124449 0.012083 0.0117409 0.011417 0.0111101 0.0108188 0.0105421 0.0102788 0.0100282 0.00978925 0.00956126 0.0093435 0.00913529 0.00893605 0.00874521 0.00856225 0.00838672 0.00821817 0.0080562 0.00790043 0.00775053 0.00760616 0.00746704 0.00733287 0.00720341 0.00707842 0.00695766 0.00684092 0.00672802 0.00661877 0.00651299 0.00641052 0.00631121 0.00621491 0.0061215 0.00603084 0.00594282 0.00585732 0.00577423 0.00569346 0.00561492 0.0055385 0.00546412 0.00539172 0.0053212 0.00525249 0.00518554 0.00512026 0.00505661 0.00499452 0.00493393 0.00487479 0.00481706 0.00476069 0.00470562 0.00465183 0.00459927 0.00454791 0.00449772 0.00444867 0.00440075 0.00435394 0.00430823 0.00426363 0.00422014 0.0041778 0.00413662 0.00409665
 0.796073 0.29899 0.160193 0.108645 0.0832744 0.0684208 0.0587196 0.051881 0.0467735 0.0427794 0.0395376 0.0368259 0.0345022 0.0324729 0.0306741 0.0290613 0.0276026 0.0262742 0.0250581 0.0239402 0.022909 0.0219552 0.0210707 0.0202488 0.0194836 0.0187699 0.018103 0.017479 0.016894 0.0163448 0.0158285 0.0153424 0.0148841 0.0144514 0.0140423 0.013655 0.013288 0.0129396 0.0126087 0.0122939 0.0119942 0.0117084 0.0114358 0.0111753 0.0109263 0.010688 0.0104598 0.010241 0.0100311 0.00982949 0.00963578 0.00944948 0.0092702 0.00909754 0.00893114 0.00877068 0.00861585 0.00846635 0.00832192 0.00818231 0.00804728 0.0079166 0.00779009 0.00766753 0.00754875 0.00743358 0.00732185 0.00721342 0.00710814 0.00700588 0.00690651 0.00680991 0.00671596 0.00662456 0.0065356 0.006449 0.00636466 0.00628248 0.0062024 0.00612433 0.00604819 0.00597392 0.00590146 0.00583073 0.00576168 0.00569425 0.00562839 0.00556405 0.00550118 0.00543975 0.00537972 0.00532106 0.00526374 0.00520775 0.00515308 0.00509974 0.00504773 0.00499708 0.00494783 0.00490002
 0.796101 0.331732 0.183653 0.125616 0.0965522 0.0794292 0.068214 0.060296 0.0543765 0.0497442 0.0459824 0.0428343 0.0401357 0.0377781 0.0356879 0.0338134 0.0321176 0.0305731 0.029159 0.0278589 0.0266595 0.02555 0.0245212 0.0235651 0.0226749 0.0218445 0.0210686 0.0203425 0.0196618 0.0190228 0.0184221 0.0178564 0.0173231 0.0168195 0.0163435 0.0158928 0.0154657 0.0150603 0.0146752 0.0143088 0.01396 0.0136275 0.0133101 0.013007 0.0127173 0.0124399 0.0121743 0.0119197 0.0116753 0.0114407 0.0112153 0.0109985 0.0107898 0.0105888 0.0103952 0.0102084 0.0100282 0.00985423 0.00968614 0.00952364 0.00936648 0.0092144 0.00906715 0.0089245 0.00878626 0.00865221 0.00852218 0.00839597 0.00827344 0.00815442 0.00803876 0.00792632 0.00781697 0.00771059 0.00760706 0.00750626 0.00740809 0.00731245 0.00721924 0.00712837 0.00703975 0.00695331 0.00686897 0.00678665 0.00670628 0.00662779 0.00655114 0.00647625 0.00640308 0.00633158 0.00626171 0.00619343 0.00612672 0.00606155 0.00599792 0.00593583 0.00587529 0.00581635 0.00575903 0.00570339
 0.796119 0.361317 0.206215 0.142299 0.109711 0.0903787 0.0776756 0.0686911 0.0619667 0.0567004 0.052421 0.0488382 0.0457657 0.0430807 0.0406995 0.0385637 0.0366311 0.0348707 0.0332587 0.0317766 0.0304092 0.0291441 0.027971 0.0268807 0.0258655 0.0249185 0.0240337 0.0232055 0.0224293 0.0217005 0.0210153 0.0203701 0.0197618 0.0191874 0.0186444 0.0181304 0.0176431 0.0171808 0.0167414 0.0163236 0.0159257 0.0155463 0.0151844 0.0148386 0.0145081 0.0141917 0.0138887 0.0135982 0.0133195 0.0130519 0.0127947 0.0125474 0.0123093 0.0120801 0.0118592 0.0116461 0.0114405 0.0112421 0.0110503 0.0108649 0.0106856 0.0105121 0.0103442 0.0101814 0.0100237 0.00987081 0.00972246 0.00957849 0.0094387 0.00930292 0.00917097 0.0090427 0.00891796 0.0087966 0.00867849 0.0085635 0.0084515 0.00834239 0.00823606 0.00813239 0.0080313 0.00793268 0.00783646 0.00774254 0.00765086 0.00756132 0.00747387 0.00738844 0.00730497 0.0072234 0.00714369 0.00706579 0.00698968 0.00691533 0.00684274 0.00677191 0.00670285 0.0066356 0.00657021 0.00650673
 0.796131 0.388111 0.227867 0.158668 0.122737 0.101262 0.0871 0.0770636 0.0695423 0.0636467 0.0588528 0.054837 0.0513919 0.0483803 0.0457087 0.0433119 0.0411429 0.0391668 0.0373572 0.0356931 0.0341578 0.0327373 0.0314199 0.0301956 0.0290555 0.027992 0.0269982 0.0260681 0.0251962 0.0243777 0.023608 0.0228834 0.0222001 0.021555 0.0209451 0.0203677 0.0198204 0.019301 0.0188075 0.0183381 0.0178911 0.017465 0.0170584 0.0166701 0.0162987 0.0159434 0.015603 0.0152767 0.0149636 0.0146629 0.014374 0.0140962 0.0138288 0.0135712 0.0133231 0.0130837 0.0128528 0.0126298 0.0124144 0.0122062 0.0120047 0.0118098 0.0116211 0.0114383 0.0112611 0.0110894 0.0109227 0.010761 0.0106039 0.0104514 0.0103032 0.0101591 0.0100189 0.00988258 0.00974989 0.0096207 0.00949488 0.00937231 0.00925285 0.00913638 0.00902281 0.00891203 0.00880393 0.00869842 0.00859542 0.00849483 0.00839658 0.00830061 0.00820683 0.00811519 0.00802564 0.00793813 0.00785263 0.0077691 0.00768755 0.00760797 0.00753038 0.00745483 0.00738137 0.00731006
